Time (min)	Value (mAU)
17.6	-0.331071
17.601667	-0.328066
17.603333	-0.326208
17.605	-0.325093
17.606667	-0.324226
17.608333	-0.323421
17.61	-0.32311
17.611667	-0.323799
17.613333	-0.325394
17.615	-0.327357
17.616667	-0.329034
17.618333	-0.329781
17.62	-0.329527
17.621667	-0.328962
17.623333	-0.328831
17.625	-0.329475
17.626667	-0.330802
17.628333	-0.332508
17.63	-0.334486
17.631667	-0.336541
17.633333	-0.338055
17.635	-0.338786
17.636667	-0.33942
17.638333	-0.340588
17.64	-0.341857
17.641667	-0.34229
17.643333	-0.341638
17.645	-0.340567
17.646667	-0.339926
17.648333	-0.34001
17.65	-0.34065
17.651667	-0.341482
17.653333	-0.341931
17.655	-0.341841
17.656667	-0.341836
17.658333	-0.342635
17.66	-0.344859
17.661667	-0.348762
17.663333	-0.353234
17.665	-0.356257
17.666667	-0.35673
17.668333	-0.355047
17.67	-0.352348
17.671667	-0.349703
17.673333	-0.347912
17.675	-0.34781
17.676667	-0.349772
17.678333	-0.35281
17.68	-0.355324
17.681667	-0.356676
17.683333	-0.357133
17.685	-0.356826
17.686667	-0.355598
17.688333	-0.353617
17.69	-0.351743
17.691667	-0.350881
17.693333	-0.351142
17.695	-0.352158
17.696667	-0.353537
17.698333	-0.354736
17.7	-0.355394
17.701667	-0.355609
17.703333	-0.355503
17.705	-0.354915
17.706667	-0.353507
17.708333	-0.351209
17.71	-0.348779
17.711667	-0.347492
17.713333	-0.347943
17.715	-0.349595
17.716667	-0.35161
17.718333	-0.353441
17.72	-0.354329
17.721667	-0.353089
17.723333	-0.349149
17.725	-0.343414
17.726667	-0.337719
17.728333	-0.333664
17.73	-0.332163
17.731667	-0.333601
17.733333	-0.337464
17.735	-0.341876
17.736667	-0.344641
17.738333	-0.345006
17.74	-0.343999
17.741667	-0.343242
17.743333	-0.343808
17.745	-0.345785
17.746667	-0.348211
17.748333	-0.349749
17.75	-0.349961
17.751667	-0.349274
17.753333	-0.347937
17.755	-0.346082
17.756667	-0.344388
17.758333	-0.343722
17.76	-0.344201
17.761667	-0.345023
17.763333	-0.345293
17.765	-0.344762
17.766667	-0.343648
17.768333	-0.342277
17.77	-0.341129
17.771667	-0.340761
17.773333	-0.341446
17.775	-0.343027
17.776667	-0.345226
17.778333	-0.347805
17.78	-0.350307
17.781667	-0.351981
17.783333	-0.352101
17.785	-0.350529
17.786667	-0.348398
17.788333	-0.347741
17.79	-0.34958
17.791667	-0.352843
17.793333	-0.355734
17.795	-0.357404
17.796667	-0.357875
17.798333	-0.357294
17.8	-0.355743
17.801667	-0.353385
17.803333	-0.350941
17.805	-0.349809
17.806667	-0.350756
17.808333	-0.352855
17.81	-0.354181
17.811667	-0.353172
17.813333	-0.349707
17.815	-0.34545
17.816667	-0.342671
17.818333	-0.34261
17.82	-0.3451
17.821667	-0.349113
17.823333	-0.353328
17.825	-0.356813
17.826667	-0.359403
17.828333	-0.36091
17.83	-0.36052
17.831667	-0.35795
17.833333	-0.354306
17.835	-0.351003
17.836667	-0.348757
17.838333	-0.347861
17.84	-0.348554
17.841667	-0.35065
17.843333	-0.353178
17.845	-0.354985
17.846667	-0.355762
17.848333	-0.356031
17.85	-0.356219
17.851667	-0.356249
17.853333	-0.355906
17.855	-0.355265
17.856667	-0.354728
17.858333	-0.354554
17.86	-0.354463
17.861667	-0.353955
17.863333	-0.352896
17.865	-0.351501
17.866667	-0.349908
17.868333	-0.348003
17.87	-0.345894
17.871667	-0.344163
17.873333	-0.343003
17.875	-0.342042
17.876667	-0.341338
17.878333	-0.341341
17.88	-0.342055
17.881667	-0.342837
17.883333	-0.342923
17.885	-0.342207
17.886667	-0.341417
17.888333	-0.341311
17.89	-0.341949
17.891667	-0.343118
17.893333	-0.344954
17.895	-0.347645
17.896667	-0.350817
17.898333	-0.353584
17.9	-0.355114
17.901667	-0.354986
17.903333	-0.353377
17.905	-0.351225
17.906667	-0.34953
17.908333	-0.34843
17.91	-0.347542
17.911667	-0.346665
17.913333	-0.345851
17.915	-0.34544
17.916667	-0.346217
17.918333	-0.349022
17.92	-0.353733
17.921667	-0.358808
17.923333	-0.361892
17.925	-0.361136
17.926667	-0.356677
17.928333	-0.35052
17.93	-0.344879
17.931667	-0.340916
17.933333	-0.338368
17.935	-0.336257
17.936667	-0.334421
17.938333	-0.333624
17.94	-0.334198
17.941667	-0.335576
17.943333	-0.336844
17.945	-0.337366
17.946667	-0.337546
17.948333	-0.33859
17.95	-0.340961
17.951667	-0.343891
17.953333	-0.346513
17.955	-0.348306
17.956667	-0.348566
17.958333	-0.346785
17.96	-0.343697
17.961667	-0.340994
17.963333	-0.339904
17.965	-0.340323
17.966667	-0.341281
17.968333	-0.341976
17.97	-0.342007
17.971667	-0.341298
17.973333	-0.340421
17.975	-0.340327
17.976667	-0.341444
17.978333	-0.343317
17.98	-0.345194
17.981667	-0.34681
17.983333	-0.34821
17.985	-0.349064
17.986667	-0.34882
17.988333	-0.347466
17.99	-0.345598
17.991667	-0.343523
17.993333	-0.34094
17.995	-0.337867
17.996667	-0.334964
17.998333	-0.332687
18	-0.330787
18.001667	-0.328831
18.003333	-0.327115
18.005	-0.326746
18.006667	-0.328462
18.008333	-0.331685
18.01	-0.335347
18.011667	-0.33913
18.013333	-0.343
18.015	-0.346477
18.016667	-0.349209
18.018333	-0.351247
18.02	-0.352443
18.021667	-0.352401
18.023333	-0.351014
18.025	-0.348426
18.026667	-0.344729
18.028333	-0.340242
18.03	-0.335871
18.031667	-0.33298
18.033333	-0.332909
18.035	-0.33594
18.036667	-0.340499
18.038333	-0.344125
18.04	-0.345479
18.041667	-0.345135
18.043333	-0.344662
18.045	-0.34504
18.046667	-0.345951
18.048333	-0.346822
18.05	-0.347825
18.051667	-0.349568
18.053333	-0.352115
18.055	-0.354351
18.056667	-0.354891
18.058333	-0.35352
18.06	-0.350752
18.061667	-0.346745
18.063333	-0.341803
18.065	-0.337045
18.066667	-0.333654
18.068333	-0.33216
18.07	-0.332493
18.071667	-0.334159
18.073333	-0.336651
18.075	-0.339596
18.076667	-0.342415
18.078333	-0.344379
18.08	-0.344861
18.081667	-0.343653
18.083333	-0.341557
18.085	-0.340015
18.086667	-0.339617
18.088333	-0.33936
18.09	-0.337713
18.091667	-0.334413
18.093333	-0.330983
18.095	-0.329529
18.096667	-0.330951
18.098333	-0.334057
18.1	-0.336928
18.101667	-0.338928
18.103333	-0.340365
18.105	-0.340958
18.106667	-0.339935
18.108333	-0.33724
18.11	-0.334008
18.111667	-0.331617
18.113333	-0.330418
18.115	-0.329734
18.116667	-0.3286
18.118333	-0.326256
18.12	-0.322737
18.121667	-0.319283
18.123333	-0.31738
18.125	-0.317099
18.126667	-0.317197
18.128333	-0.317037
18.13	-0.31755
18.131667	-0.319902
18.133333	-0.323845
18.135	-0.328109
18.136667	-0.331854
18.138333	-0.334712
18.14	-0.33614
18.141667	-0.335897
18.143333	-0.33463
18.145	-0.333328
18.146667	-0.332604
18.148333	-0.332348
18.15	-0.331608
18.151667	-0.329592
18.153333	-0.326976
18.155	-0.325533
18.156667	-0.326336
18.158333	-0.328743
18.16	-0.331506
18.161667	-0.333962
18.163333	-0.335612
18.165	-0.335716
18.166667	-0.333433
18.168333	-0.328201
18.17	-0.320688
18.171667	-0.312999
18.173333	-0.307497
18.175	-0.305358
18.176667	-0.305805
18.178333	-0.306976
18.18	-0.307771
18.181667	-0.308385
18.183333	-0.309249
18.185	-0.310049
18.186667	-0.310094
18.188333	-0.309527
18.19	-0.30937
18.191667	-0.310148
18.193333	-0.311087
18.195	-0.311108
18.196667	-0.310355
18.198333	-0.309939
18.2	-0.310359
18.201667	-0.311165
18.203333	-0.311709
18.205	-0.311389
18.206667	-0.309776
18.208333	-0.307304
18.21	-0.305434
18.211667	-0.305583
18.213333	-0.307795
18.215	-0.310561
18.216667	-0.312287
18.218333	-0.312868
18.22	-0.313592
18.221667	-0.315598
18.223333	-0.318538
18.225	-0.32077
18.226667	-0.320636
18.228333	-0.317763
18.23	-0.31357
18.231667	-0.310018
18.233333	-0.307886
18.235	-0.307021
18.236667	-0.307522
18.238333	-0.30938
18.24	-0.311681
18.241667	-0.313437
18.243333	-0.314356
18.245	-0.314258
18.246667	-0.312911
18.248333	-0.310964
18.25	-0.310277
18.251667	-0.312319
18.253333	-0.316353
18.255	-0.320067
18.256667	-0.321475
18.258333	-0.319895
18.26	-0.316037
18.261667	-0.311403
18.263333	-0.307253
18.265	-0.304019
18.266667	-0.301625
18.268333	-0.300146
18.27	-0.299737
18.271667	-0.300076
18.273333	-0.300382
18.275	-0.300039
18.276667	-0.299148
18.278333	-0.298381
18.28	-0.298463
18.281667	-0.30001
18.283333	-0.302999
18.285	-0.306064
18.286667	-0.307192
18.288333	-0.305352
18.29	-0.301561
18.291667	-0.298349
18.293333	-0.297507
18.295	-0.29868
18.296667	-0.300686
18.298333	-0.302999
18.3	-0.305128
18.301667	-0.305681
18.303333	-0.303451
18.305	-0.299108
18.306667	-0.29465
18.308333	-0.291691
18.31	-0.291124
18.311667	-0.29334
18.313333	-0.297633
18.315	-0.301938
18.316667	-0.304279
18.318333	-0.304635
18.32	-0.30446
18.321667	-0.304557
18.323333	-0.30457
18.325	-0.304224
18.326667	-0.3041
18.328333	-0.304864
18.33	-0.305961
18.331667	-0.305957
18.333333	-0.304468
18.335	-0.302794
18.336667	-0.302443
18.338333	-0.303761
18.34	-0.305816
18.341667	-0.30708
18.343333	-0.306422
18.345	-0.303803
18.346667	-0.300249
18.348333	-0.297225
18.35	-0.295995
18.351667	-0.296913
18.353333	-0.298993
18.355	-0.300866
18.356667	-0.30191
18.358333	-0.302006
18.36	-0.301392
18.361667	-0.300824
18.363333	-0.300436
18.365	-0.299234
18.366667	-0.296662
18.368333	-0.293575
18.37	-0.291342
18.371667	-0.290833
18.373333	-0.292062
18.375	-0.294319
18.376667	-0.296801
18.378333	-0.299015
18.38	-0.30057
18.381667	-0.30107
18.383333	-0.300437
18.385	-0.299305
18.386667	-0.298923
18.388333	-0.300027
18.39	-0.301631
18.391667	-0.301626
18.393333	-0.299033
18.395	-0.295015
18.396667	-0.291451
18.398333	-0.289316
18.4	-0.288602
18.401667	-0.289117
18.403333	-0.290826
18.405	-0.293392
18.406667	-0.295967
18.408333	-0.297505
18.41	-0.297064
18.411667	-0.294738
18.413333	-0.292397
18.415	-0.292083
18.416667	-0.293873
18.418333	-0.296336
18.42	-0.298443
18.421667	-0.300198
18.423333	-0.301903
18.425	-0.303572
18.426667	-0.305173
18.428333	-0.306969
18.43	-0.309345
18.431667	-0.312245
18.433333	-0.3148
18.435	-0.315829
18.436667	-0.314931
18.438333	-0.312885
18.44	-0.310649
18.441667	-0.30841
18.443333	-0.306136
18.445	-0.304073
18.446667	-0.302231
18.448333	-0.300141
18.45	-0.297301
18.451667	-0.293972
18.453333	-0.291395
18.455	-0.290734
18.456667	-0.291985
18.458333	-0.294145
18.46	-0.296341
18.461667	-0.298606
18.463333	-0.301357
18.465	-0.30445
18.466667	-0.30721
18.468333	-0.309431
18.47	-0.311889
18.471667	-0.315182
18.473333	-0.318446
18.475	-0.319993
18.476667	-0.318895
18.478333	-0.315551
18.48	-0.31103
18.481667	-0.306407
18.483333	-0.302806
18.485	-0.301317
18.486667	-0.302233
18.488333	-0.304645
18.49	-0.307179
18.491667	-0.308902
18.493333	-0.309402
18.495	-0.308622
18.496667	-0.306818
18.498333	-0.304477
18.5	-0.302215
18.501667	-0.30035
18.503333	-0.298659
18.505	-0.296926
18.506667	-0.295406
18.508333	-0.294801
18.51	-0.295821
18.511667	-0.298391
18.513333	-0.301685
18.515	-0.305027
18.516667	-0.307954
18.518333	-0.309612
18.52	-0.309061
18.521667	-0.306402
18.523333	-0.303114
18.525	-0.301098
18.526667	-0.301509
18.528333	-0.304209
18.53	-0.307902
18.531667	-0.311012
18.533333	-0.312666
18.535	-0.312837
18.536667	-0.312065
18.538333	-0.311109
18.54	-0.310524
18.541667	-0.310574
18.543333	-0.311576
18.545	-0.313768
18.546667	-0.316518
18.548333	-0.31836
18.55	-0.318222
18.551667	-0.316569
18.553333	-0.315156
18.555	-0.315199
18.556667	-0.316003
18.558333	-0.315757
18.56	-0.313457
18.561667	-0.31002
18.563333	-0.307412
18.565	-0.306704
18.566667	-0.307618
18.568333	-0.309644
18.57	-0.312282
18.571667	-0.314452
18.573333	-0.315314
18.575	-0.315526
18.576667	-0.316454
18.578333	-0.318618
18.58	-0.321525
18.581667	-0.324597
18.583333	-0.327788
18.585	-0.331218
18.586667	-0.334514
18.588333	-0.336696
18.59	-0.336925
18.591667	-0.335341
18.593333	-0.332904
18.595	-0.330733
18.596667	-0.329701
18.598333	-0.33021
18.6	-0.331997
18.601667	-0.33422
18.603333	-0.335868
18.605	-0.336016
18.606667	-0.334047
18.608333	-0.330074
18.61	-0.32493
18.611667	-0.319662
18.613333	-0.315442
18.615	-0.313487
18.616667	-0.314029
18.618333	-0.316055
18.62	-0.318672
18.621667	-0.321662
18.623333	-0.324697
18.625	-0.327077
18.626667	-0.32805
18.628333	-0.32695
18.63	-0.323759
18.631667	-0.319698
18.633333	-0.316355
18.635	-0.314413
18.636667	-0.313814
18.638333	-0.314501
18.64	-0.31623
18.641667	-0.318179
18.643333	-0.319534
18.645	-0.320268
18.646667	-0.321228
18.648333	-0.323573
18.65	-0.327578
18.651667	-0.332152
18.653333	-0.336038
18.655	-0.338716
18.656667	-0.339959
18.658333	-0.339705
18.66	-0.338412
18.661667	-0.336517
18.663333	-0.334048
18.665	-0.331546
18.666667	-0.330192
18.668333	-0.330544
18.67	-0.332276
18.671667	-0.334837
18.673333	-0.337349
18.675	-0.338451
18.676667	-0.337139
18.678333	-0.333831
18.68	-0.330377
18.681667	-0.328643
18.683333	-0.32904
18.685	-0.330715
18.686667	-0.332563
18.688333	-0.333581
18.69	-0.333115
18.691667	-0.33146
18.693333	-0.32988
18.695	-0.329841
18.696667	-0.332085
18.698333	-0.335883
18.7	-0.339421
18.701667	-0.341093
18.703333	-0.340051
18.705	-0.336455
18.706667	-0.331869
18.708333	-0.328485
18.71	-0.327511
18.711667	-0.328583
18.713333	-0.330692
18.715	-0.333084
18.716667	-0.335256
18.718333	-0.336863
18.72	-0.338125
18.721667	-0.339888
18.723333	-0.342565
18.725	-0.345502
18.726667	-0.34773
18.728333	-0.348522
18.73	-0.347441
18.731667	-0.344757
18.733333	-0.341647
18.735	-0.339547
18.736667	-0.33934
18.738333	-0.340977
18.74	-0.343607
18.741667	-0.346183
18.743333	-0.347888
18.745	-0.348163
18.746667	-0.347191
18.748333	-0.346172
18.75	-0.34653
18.751667	-0.348866
18.753333	-0.352464
18.755	-0.355498
18.756667	-0.356064
18.758333	-0.353779
18.76	-0.350528
18.761667	-0.349046
18.763333	-0.350467
18.765	-0.3534
18.766667	-0.35554
18.768333	-0.355719
18.77	-0.354158
18.771667	-0.351722
18.773333	-0.349181
18.775	-0.346626
18.776667	-0.34349
18.778333	-0.339332
18.78	-0.334984
18.781667	-0.332319
18.783333	-0.332456
18.785	-0.335232
18.786667	-0.340085
18.788333	-0.346064
18.79	-0.351868
18.791667	-0.356596
18.793333	-0.359592
18.795	-0.359955
18.796667	-0.357051
18.798333	-0.351377
18.8	-0.344947
18.801667	-0.340705
18.803333	-0.340648
18.805	-0.344095
18.806667	-0.348171
18.808333	-0.350191
18.81	-0.349427
18.811667	-0.346978
18.813333	-0.344542
18.815	-0.343045
18.816667	-0.342227
18.818333	-0.341459
18.82	-0.340597
18.821667	-0.33984
18.823333	-0.339061
18.825	-0.337978
18.826667	-0.336713
18.828333	-0.335431
18.83	-0.334323
18.831667	-0.334251
18.833333	-0.33584
18.835	-0.338294
18.836667	-0.340428
18.838333	-0.341907
18.84	-0.342918
18.841667	-0.34372
18.843333	-0.344426
18.845	-0.344728
18.846667	-0.34426
18.848333	-0.34319
18.85	-0.341967
18.851667	-0.340899
18.853333	-0.340253
18.855	-0.34013
18.856667	-0.34027
18.858333	-0.34038
18.86	-0.340496
18.861667	-0.340887
18.863333	-0.341689
18.865	-0.342543
18.866667	-0.342391
18.868333	-0.340219
18.87	-0.336319
18.871667	-0.332347
18.873333	-0.33012
18.875	-0.330469
18.876667	-0.33324
18.878333	-0.337708
18.88	-0.342244
18.881667	-0.344769
18.883333	-0.344553
18.885	-0.342775
18.886667	-0.341289
18.888333	-0.341478
18.89	-0.343516
18.891667	-0.346256
18.893333	-0.348428
18.895	-0.349614
18.896667	-0.349945
18.898333	-0.349822
18.9	-0.349843
18.901667	-0.350133
18.903333	-0.349849
18.905	-0.348151
18.906667	-0.345531
18.908333	-0.343753
18.91	-0.344548
18.911667	-0.347864
18.913333	-0.351678
18.915	-0.354176
18.916667	-0.355128
18.918333	-0.354945
18.92	-0.353853
18.921667	-0.352254
18.923333	-0.3509
18.925	-0.350368
18.926667	-0.350766
18.928333	-0.351962
18.93	-0.353625
18.931667	-0.354916
18.933333	-0.354922
18.935	-0.353722
18.936667	-0.352388
18.938333	-0.351874
18.94	-0.352258
18.941667	-0.352886
18.943333	-0.35318
18.945	-0.353388
18.946667	-0.354438
18.948333	-0.357006
18.95	-0.360772
18.951667	-0.364357
18.953333	-0.365982
18.955	-0.364482
18.956667	-0.360094
18.958333	-0.354651
18.96	-0.350551
18.961667	-0.349177
18.963333	-0.35046
18.965	-0.35315
18.966667	-0.355097
18.968333	-0.354367
18.97	-0.350777
18.971667	-0.346071
18.973333	-0.342538
18.975	-0.341588
18.976667	-0.343422
18.978333	-0.347333
18.98	-0.351882
18.981667	-0.355473
18.983333	-0.357458
18.985	-0.358319
18.986667	-0.358583
18.988333	-0.358416
18.99	-0.358202
18.991667	-0.35835
18.993333	-0.358496
18.995	-0.357686
18.996667	-0.355718
18.998333	-0.35391
19	-0.353562
19.001667	-0.353976
19.003333	-0.35329
19.005	-0.350771
19.006667	-0.347022
19.008333	-0.342788
19.01	-0.33854
19.011667	-0.33463
19.013333	-0.331669
19.015	-0.330689
19.016667	-0.33245
19.018333	-0.336864
19.02	-0.342918
19.021667	-0.348742
19.023333	-0.352473
19.025	-0.353712
19.026667	-0.353781
19.028333	-0.35424
19.03	-0.355369
19.031667	-0.356264
19.033333	-0.356226
19.035	-0.355533
19.036667	-0.354897
19.038333	-0.354791
19.04	-0.355398
19.041667	-0.356696
19.043333	-0.358435
19.045	-0.36033
19.046667	-0.362344
19.048333	-0.364341
19.05	-0.365716
19.051667	-0.36615
19.053333	-0.366182
19.055	-0.366217
19.056667	-0.365913
19.058333	-0.365057
19.06	-0.363816
19.061667	-0.362242
19.063333	-0.360499
19.065	-0.358893
19.066667	-0.357379
19.068333	-0.355684
19.07	-0.353751
19.071667	-0.351927
19.073333	-0.350939
19.075	-0.351259
19.076667	-0.352139
19.078333	-0.35192
19.08	-0.349756
19.081667	-0.346647
19.083333	-0.344295
19.085	-0.343432
19.086667	-0.343801
19.088333	-0.345144
19.09	-0.347333
19.091667	-0.35
19.093333	-0.352737
19.095	-0.355007
19.096667	-0.355698
19.098333	-0.353814
19.1	-0.349741
19.101667	-0.345732
19.103333	-0.34483
19.105	-0.348472
19.106667	-0.355142
19.108333	-0.361689
19.11	-0.365705
19.111667	-0.366559
19.113333	-0.364945
19.115	-0.362209
19.116667	-0.359799
19.118333	-0.358974
19.12	-0.360646
19.121667	-0.364587
19.123333	-0.368964
19.125	-0.371796
19.126667	-0.372516
19.128333	-0.371573
19.13	-0.36974
19.131667	-0.368139
19.133333	-0.367737
19.135	-0.36865
19.136667	-0.370227
19.138333	-0.371627
19.14	-0.372202
19.141667	-0.371443
19.143333	-0.368923
19.145	-0.364643
19.146667	-0.359587
19.148333	-0.355796
19.15	-0.355069
19.151667	-0.357313
19.153333	-0.360873
19.155	-0.36427
19.156667	-0.366921
19.158333	-0.368641
19.16	-0.369331
19.161667	-0.369456
19.163333	-0.369928
19.165	-0.370994
19.166667	-0.372192
19.168333	-0.373242
19.17	-0.373981
19.171667	-0.374191
19.173333	-0.373841
19.175	-0.37293
19.176667	-0.371562
19.178333	-0.37032
19.18	-0.369931
19.181667	-0.370676
19.183333	-0.372276
19.185	-0.374001
19.186667	-0.375034
19.188333	-0.374939
19.19	-0.37388
19.191667	-0.37252
19.193333	-0.371631
19.195	-0.37195
19.196667	-0.373819
19.198333	-0.376385
19.2	-0.377938
19.201667	-0.377157
19.203333	-0.373662
19.205	-0.368083
19.206667	-0.361905
19.208333	-0.356552
19.21	-0.352659
19.211667	-0.350426
19.213333	-0.350012
19.215	-0.351498
19.216667	-0.354482
19.218333	-0.357781
19.22	-0.360173
19.221667	-0.361314
19.223333	-0.361698
19.225	-0.362235
19.226667	-0.363727
19.228333	-0.366044
19.23	-0.368387
19.231667	-0.370536
19.233333	-0.372702
19.235	-0.37451
19.236667	-0.375317
19.238333	-0.375199
19.24	-0.374866
19.241667	-0.374582
19.243333	-0.373607
19.245	-0.370939
19.246667	-0.366865
19.248333	-0.363631
19.25	-0.363534
19.251667	-0.366636
19.253333	-0.371094
19.255	-0.374598
19.256667	-0.375246
19.258333	-0.372881
19.26	-0.369436
19.261667	-0.366832
19.263333	-0.365485
19.265	-0.36502
19.266667	-0.365118
19.268333	-0.365751
19.27	-0.36713
19.271667	-0.369166
19.273333	-0.371022
19.275	-0.371598
19.276667	-0.370701
19.278333	-0.369228
19.28	-0.368038
19.281667	-0.367387
19.283333	-0.367412
19.285	-0.368204
19.286667	-0.369343
19.288333	-0.369999
19.29	-0.369611
19.291667	-0.368448
19.293333	-0.367587
19.295	-0.368204
19.296667	-0.370523
19.298333	-0.373262
19.3	-0.37443
19.301667	-0.373031
19.303333	-0.369754
19.305	-0.366063
19.306667	-0.363124
19.308333	-0.36133
19.31	-0.360582
19.311667	-0.36109
19.313333	-0.363011
19.315	-0.365364
19.316667	-0.366496
19.318333	-0.36558
19.32	-0.36327
19.321667	-0.361012
19.323333	-0.360022
19.325	-0.361006
19.326667	-0.363966
19.328333	-0.367911
19.33	-0.371375
19.331667	-0.373246
19.333333	-0.373073
19.335	-0.371158
19.336667	-0.368467
19.338333	-0.365895
19.34	-0.363549
19.341667	-0.361368
19.343333	-0.359852
19.345	-0.359308
19.346667	-0.359161
19.348333	-0.358518
19.35	-0.357222
19.351667	-0.356349
19.353333	-0.35706
19.355	-0.359032
19.356667	-0.360841
19.358333	-0.361485
19.36	-0.36089
19.361667	-0.359564
19.363333	-0.358163
19.365	-0.357099
19.366667	-0.356363
19.368333	-0.355712
19.37	-0.355159
19.371667	-0.355007
19.373333	-0.355121
19.375	-0.354667
19.376667	-0.35308
19.378333	-0.350862
19.38	-0.348893
19.381667	-0.347564
19.383333	-0.346848
19.385	-0.346651
19.386667	-0.347089
19.388333	-0.348425
19.39	-0.350635
19.391667	-0.353295
19.393333	-0.355653
19.395	-0.356926
19.396667	-0.357049
19.398333	-0.356685
19.4	-0.356416
19.401667	-0.356656
19.403333	-0.357446
19.405	-0.358054
19.406667	-0.357986
19.408333	-0.357505
19.41	-0.356682
19.411667	-0.355423
19.413333	-0.354038
19.415	-0.353008
19.416667	-0.352806
19.418333	-0.353787
19.42	-0.355773
19.421667	-0.358209
19.423333	-0.360804
19.425	-0.363162
